iter	RMSE
191	1893.585004
192	1892.020205
193	1891.834071
194	1890.597809
195	1890.035866
196	1887.973316
197	1887.087566
198	1885.7515
199	1885.649127
200	1884.135986
201	1884.028411
202	1882.490747
203	1882.178418
204	1880.13091
205	1878.79377
206	1876.069908
207	1874.90051
208	1874.696622
209	1874.286617
210	1873.337099
211	1873.211617
212	1873.005493
213	1870.433415
214	1870.25245
215	1870.121201
216	1870.081722
217	1869.986628
218	1869.818253
219	1869.772428
220	1869.634567
221	1868.093013
222	1867.62149
223	1864.928735
224	1863.046013
225	1862.94253
226	1862.396418
227	1860.962617
228	1859.414731
229	1859.252717
230	1858.940008
231	1857.558227
232	1855.180443
233	1855.10212
234	1854.502654
235	1854.462642
236	1854.405411
237	1853.996942
238	1853.936624
239	1853.926534
240	1853.923239
241	1853.878716
242	1853.747189
243	1853.689712
244	1849.657022
245	1849.483085
246	1848.093655
247	1848.072681
248	1848.068656
249	1848.066977
250	1847.964066
251	1847.141568
252	1846.342806
253	1844.449517
254	1842.924916
255	1841.899106
256	1841.896969
257	1841.718829
258	1841.673313
259	1840.674429
260	1840.653108
261	1840.651708
262	1839.147198
263	1838.383306
264	1836.485185
265	1836.293366
266	1835.548799
267	1835.453255
268	1834.189603
269	1833.601522
270	1833.599271
271	1833.570628
272	1833.568028
273	1833.213434
274	1833.109526
275	1832.862083
276	1832.591401
277	1831.889422
278	1831.83692
279	1830.452418
280	1830.431299
281	1830.430387
282	1830.311558
283	1830.309065
284	1830.308254
285	1830.273944
286	1828.653303
287	1828.652945
288	1828.584075
289	1827.644228
290	1826.581997
291	1826.438286
292	1825.869793
293	1825.808145
294	1825.781125
295	1825.77204
296	1825.619239
297	1824.718411
298	1824.694062
299	1824.691035
300	1823.111354
301	1822.861146
302	1822.728486
303	1822.48071
304	1822.34863
305	1822.345786
306	1822.262913
307	1822.209132
308	1821.885279
309	1820.124264
310	1820.10318
311	1820.099848
312	1820.041418
313	1820.036439
314	1819.427458
315	1819.277887
316	1819.277616
317	1819.261226
318	1819.158679
319	1817.330517
320	1815.039638
321	1814.902726
322	1813.733794
323	1811.533736
324	1811.403875
325	1811.303252
326	1811.296236
327	1811.293024
328	1808.194873
329	1808.108081
330	1807.545767
331	1807.396483
332	1807.382781
333	1807.382731
334	1807.362218
335	1807.314325
336	1807.241662
337	1807.190286
338	1807.186794
339	1807.110854
340	1803.794545
341	1802.603357
342	1802.553926
343	1802.513404
344	1802.468218
345	1802.34131
346	1802.234106
347	1802.231357
348	1802.116586
349	1800.974693
350	1800.863368
351	1800.855434
352	1800.855251
353	1800.847566
354	1799.528829
355	1799.525747
356	1798.208558
357	1798.077456
358	1798.058177
359	1795.417181
360	1793.001711
361	1792.999205
362	1791.321536
363	1791.305058
364	1791.202897
365	1791.187539
366	1791.072918
367	1790.001901
368	1788.323583
369	1788.320803
370	1788.279284
371	1788.173841
372	1788.165621
373	1788.050019
374	1787.366492
375	1784.747649
376	1781.441863
377	1781.439538
378	1781.422802
379	1781.273039
380	1781.170418
381	1781.163687
382	1781.040886
383	1780.892887
384	1779.566895
385	1779.459147
386	1779.457669
387	1779.403273
388	1779.38666
389	1776.427771
390	1776.347656
391	1776.345801
392	1776.312897
393	1776.223377
394	1776.095392
395	1776.081069
396	1775.993884
397	1775.853413
398	1774.058961
399	1774.033752
400	1773.994724
401	1773.917095
402	1771.590949
403	1771.569257
404	1771.544944
405	1771.543016
406	1771.437578
407	1771.428114
408	1771.370442
409	1771.303873
410	1771.195929
411	1770.206113
412	1768.870883
413	1768.802168
414	1768.796429
415	1766.175478
416	1766.174073
417	1766.0725
418	1764.848024
419	1764.827648
420	1764.723918
421	1764.703481
422	1764.661978
423	1764.573466
424	1762.838823
425	1761.599739
426	1761.567157
427	1761.188005
428	1760.735877
429	1760.65831
430	1760.479735
431	1759.486659
432	1759.369268
433	1759.312389
434	1758.028163
435	1755.29373
436	1755.265561
437	1755.057655
438	1755.004378
439	1754.975911
440	1754.917296
441	1753.023248
442	1752.967084
443	1752.866885
444	1752.839809
445	1752.820939
446	1751.122944
447	1750.827067
448	1750.785302
449	1750.167252
450	1750.093657
451	1750.026356
452	1748.804957
453	1748.577976
454	1748.439055
455	1747.538538
456	1747.41031
457	1744.563795
458	1744.541169
459	1744.45531
460	1744.437874
461	1743.692901
462	1743.244846
463	1743.241544
464	1743.168784
465	1742.516289
466	1742.418978
467	1740.944644
468	1738.924262
469	1738.867226
470	1738.204166
471	1738.198213
472	1738.177046
473	1738.1089
474	1738.078971
475	1738.047212
476	1737.874859
477	1737.861465
478	1737.847804
479	1737.789301
480	1736.284001
481	1735.310189
482	1735.306183
483	1735.264059
484	1735.213673
485	1734.247114
486	1734.165034
487	1734.086814
488	1734.086528
489	1734.083888
490	1734.019586
491	1730.629532
492	1730.494388
493	1729.481676
494	1729.130867
495	1726.305631
496	1725.354342
497	1725.334005
498	1725.299703
499	1724.359579
500	1724.275496
501	1724.254769
502	1724.15319
503	1724.124374
504	1724.117789
505	1724.010013
506	1723.932674
507	1723.860601
508	1723.86034
509	1722.366846
510	1722.345491
511	1722.294444
512	1722.236977
513	1722.230811
514	1722.228558
515	1722.226428
516	1722.096379
517	1722.046919
518	1721.806047
519	1721.792847
520	1721.729241
521	1721.684081
522	1720.311951
523	1720.311801
524	1720.169179
525	1720.145853
526	1720.068483
527	1720.068353
528	1719.998232
529	1718.911706
530	1718.910972
531	1718.89113
532	1717.835982
533	1717.074221
534	1716.983441
535	1716.79744
536	1716.649389
537	1716.64311
538	1714.654592
539	1714.590075
540	1714.511847
541	1714.508237
542	1714.496998
543	1714.461083
544	1712.482833
545	1712.482398
546	1712.469788
547	1712.451904
548	1712.308197
549	1711.719607
550	1711.697437
551	1711.57711
552	1710.500534
553	1710.484864
554	1710.48204
555	1710.477097
556	1710.392387
557	1710.382106
558	1710.377095
559	1710.353173
560	1710.241886
561	1710.236694
562	1710.215058
563	1710.159042
564	1710.029958
565	1709.751732
566	1709.725463
567	1709.692557
568	1709.661527
569	1709.65997
570	1709.616894
571	1709.615921
572	1709.590444
573	1709.518161
574	1709.506543
575	1709.481666
576	1709.475995
577	1709.464682
578	1709.436749
579	1709.418433
580	1709.362859
581	1709.332174
582	1706.943787
583	1706.884121
584	1705.551502
585	1705.49715
586	1705.48151
587	1705.41273
588	1705.38135
589	1705.369155
590	1704.724132
591	1704.667636
592	1704.533984
593	1704.524365
594	1704.497155
595	1704.36692
596	1704.347013
597	1704.285292
598	1704.252439
599	1704.054085
600	1703.984477
601	1703.894343
602	1703.832634
603	1702.509886
604	1702.47978
605	1702.020077
606	1701.991038
607	1701.942981
608	1700.466539
609	1700.442423
610	1698.219213
611	1698.179741
612	1698.16273
613	1697.207414
614	1697.188003
615	1697.122386
616	1697.107395
617	1697.082206
618	1696.981735
619	1696.891714
620	1696.869855
621	1696.848672
622	1696.831682
623	1696.819901
624	1693.81542
625	1693.79705
626	1693.783002
627	1693.771809
628	1693.708445
629	1693.694872
630	1693.660096
631	1693.638607
632	1693.622207
633	1693.601211
634	1692.224344
635	1692.209979
636	1692.163882
637	1692.092578
638	1692.02683
639	1692.011945
640	1691.990959
641	1691.929311
642	1691.921127
643	1690.473665
644	1690.050174
645	1690.00831
646	1689.733203
647	1689.675246
648	1689.659921
649	1689.6441
650	1689.629174
651	1689.573222
652	1688.778229
653	1688.771732
654	1688.753412
655	1687.88961
656	1687.744964
657	1687.712614
658	1687.69963
659	1687.661069
660	1687.598869
661	1687.567866
662	1687.540118
663	1687.527892
664	1687.004786
665	1686.992901
666	1686.982908
667	1686.93657
668	1686.917157
669	1686.90759
670	1686.89497
671	1686.791189
672	1686.772531
673	1686.761879
674	1685.688598
675	1685.678343
676	1685.626885
677	1685.586867
678	1685.553116
679	1684.570849
680	1684.503368
681	1684.481874
682	1684.475505
683	1682.845028
684	1681.326074
685	1681.315011
686	1681.303894
687	1681.295376
688	1681.260211
689	1681.233458
690	1681.218272
691	1680.151497
692	1680.143855
693	1680.107173
694	1680.082385
695	1680.067411
696	1680.039458
697	1680.023088
698	1679.051222
699	1679.033931
700	1679.021353
701	1679.009571
702	1678.981756
703	1677.883938
704	1677.873974
705	1677.870697
706	1677.82274
707	1677.762678
708	1676.483576
709	1676.44905
710	1676.437119
711	1676.351043
712	1676.327098
713	1675.886762
714	1675.886417
715	1675.850533
716	1675.778954
717	1675.773075
718	1675.707176
719	1675.679795
720	1675.668942
721	1675.639135
722	1675.635781
723	1675.608402
724	1675.601186
725	1675.572879
726	1675.563522
727	1675.558928
728	1675.550203
729	1675.537861
730	1675.533378
731	1675.52674
732	1675.497294
733	1674.766682
734	1673.884843
735	1673.826753
736	1673.822218
737	1673.820118
738	1673.750352
739	1673.736372
740	1673.708754
741	1673.700087
742	1673.120041
743	1673.048055
744	1671.381466
745	1671.3741
746	1671.319813
747	1671.299526
748	1671.293259
749	1671.250471
750	1671.230812
751	1671.189635
752	1671.098127
753	1671.086153
754	1669.420922
755	1669.410526
756	1669.267137
757	1667.958357
758	1667.950869
759	1667.555339
760	1665.61153
761	1665.602578
762	1665.597027
763	1665.593181
764	1665.551289
765	1665.51366
766	1664.355482
767	1664.297348
768	1664.282873
769	1664.25722
770	1664.253831
771	1664.240516
772	1664.213744
773	1664.186253
774	1664.158962
775	1664.140017
776	1664.100312
777	1664.077588
778	1664.066522
779	1664.05937
780	1664.052279
781	1664.044488
782	1662.732371
783	1660.868898
784	1660.857669
785	1660.852912
786	1660.848614
787	1660.796551
788	1660.785631
789	1660.74688
790	1660.696618
791	1660.681065
792	1660.665182
793	1659.980163
794	1659.975001
795	1659.968636
796	1657.465103
797	1657.459408
798	1657.347464
799	1657.340351
800	1657.321358
801	1657.313044
802	1657.308548
803	1657.297963
804	1657.285668
805	1657.260463
806	1657.253295
807	1657.247457
808	1655.673404
809	1655.656972
810	1655.62808
811	1655.610211
812	1654.578229
813	1654.570655
814	1654.513993
815	1654.44243
816	1654.427834
817	1654.365816
818	1654.35884
819	1654.305263
820	1654.300763
821	1654.296396
822	1654.277585
823	1654.254623
824	1654.234084
825	1654.220124
826	1654.214093
827	1652.457118
828	1652.44159
829	1652.41737
830	1652.323084
831	1651.372083
832	1651.355693
833	1651.325211
834	1651.319472
835	1651.31
836	1651.301764
837	1651.295712
838	1651.271881
839	1648.987997
840	1648.168999
841	1648.165239
842	1648.124014
843	1648.103287
844	1648.087543
845	1646.1811
846	1646.175921
847	1646.159798
848	1646.145925
849	1646.089027
850	1646.059317
851	1646.054158
852	1646.050931
853	1645.446467
854	1645.387782
855	1645.384292
856	1645.381468
857	1645.377012
858	1645.308043
859	1645.286746
860	1643.705206
861	1643.64598
862	1643.629005
863	1642.49082
864	1642.488521
865	1642.462001
866	1642.459891
867	1642.433521
868	1642.426992
869	1642.372762
870	1642.362645
871	1642.341795
872	1642.3396
873	1642.285871
874	1642.279704
875	1642.276983
876	1642.271358
877	1642.260342
878	1642.235603
879	1642.205368
880	1642.174741
881	1642.168022
882	1642.116234
883	1642.109954
884	1642.086239
885	1642.041364
886	1642.016282
887	1641.998063
888	1641.975506
889	1641.952375
890	1641.921633
891	1641.914113
892	1641.903878
893	1640.884929
894	1640.815253
895	1640.794423
896	1640.158022
897	1638.073487
898	1638.011617
899	1637.975723
900	1637.964356
901	1637.940274
902	1637.92503
903	1637.922852
904	1637.905714
905	1637.888676
906	1637.862272
907	1637.84252
908	1637.83964
909	1637.803271
910	1636.842996
911	1635.728778
912	1635.717078
913	1635.698469
914	1635.65571
915	1635.62073
916	1635.605255
917	1634.762596
918	1634.759572
919	1634.756855
920	1632.645183
921	1632.613962
922	1632.59236
923	1632.575912
924	1632.565484
925	1632.540222
926	1632.44642
927	1632.434703
928	1632.374673
929	1631.787227
930	1631.74089
931	1631.500172
932	1630.356513
933	1630.32909
934	1630.30097
935	1630.285658
936	1630.283003
937	1630.258733
938	1629.560416
939	1629.515922
940	1629.055207
941	1629.036903
942	1628.868341
943	1628.840961
944	1628.785254
945	1628.783189
946	1628.752673
947	1628.718675
948	1628.717746
949	1628.716976
950	1628.629754
951	1628.610096
952	1628.590093
953	1628.576539
954	1628.089947
955	1628.068751
956	1627.95331
957	1627.495156
958	1627.479835
959	1627.462873
960	1627.461781
961	1627.366356
962	1627.346974
963	1627.307155
964	1627.294786
965	1627.118189
966	1627.096866
967	1627.088367
968	1627.079536
969	1627.058137
970	1627.020596
971	1627.005749
972	1627.002694
973	1626.911389
974	1625.258201
975	1625.241614
976	1624.812219
977	1624.791242
978	1624.786685
979	1624.779691
980	1624.207196
981	1624.188349
982	1622.985341
983	1622.97308
984	1622.532586
985	1622.484794
986	1622.464285
987	1622.459227
988	1621.286772
989	1621.267125
990	1621.221913
991	1621.184055
992	1621.17315
993	1621.13925
994	1621.113577
995	1621.112371
996	1621.053293
997	1621.039984
998	1619.507786
999	1619.484523
