iter	Passed	Remaining
212	8680	32071
213	8724	32045
214	8748	31940
215	8778	31864
216	8806	31776
217	8827	31665
218	8852	31569
219	8879	31482
220	8905	31390
221	8950	31368
222	8980	31291
223	9028	31276
224	9075	31259
225	9099	31165
226	9157	31183
227	9207	31174
228	9258	31171
229	9281	31071
230	9299	30958
231	9340	30918
232	9386	30899
233	9414	30819
234	9446	30750
235	9468	30652
236	9489	30551
237	9525	30498
238	9548	30402
239	9566	30293
240	9583	30181
241	9605	30087
242	9654	30074
243	9672	29968
244	9723	29965
245	9781	29981
246	9825	29953
247	9852	29875
248	9875	29784
249	9887	29661
250	9919	29600
251	9966	29583
252	10011	29560
253	10062	29554
254	10104	29520
255	10150	29498
256	10167	29395
257	10205	29350
258	10232	29275
259	10280	29260
260	10308	29188
261	10330	29100
262	10373	29068
263	10405	29008
264	10453	28994
265	10486	28935
266	10543	28944
267	10565	28857
268	10613	28841
269	10654	28806
270	10677	28722
271	10696	28627
272	10717	28540
273	10744	28469
274	10784	28431
275	10830	28410
276	10868	28368
277	10922	28365
278	10945	28285
279	10993	28269
280	11015	28185
281	11035	28096
282	11065	28036
283	11081	27937
284	11101	27851
285	11120	27762
286	11168	27746
287	11185	27653
288	11207	27572
289	11253	27551
290	11291	27511
291	11335	27484
292	11366	27426
293	11389	27349
294	11413	27276
295	11434	27195
296	11455	27115
297	11495	27080
298	11512	26991
299	11529	26902
300	11566	26860
301	11606	26825
302	11651	26803
303	11685	26753
304	11713	26691
305	11733	26610
306	11773	26577
307	11797	26505
308	11825	26443
309	11865	26410
310	11904	26374
311	11917	26279
312	11944	26215
313	11961	26131
314	12002	26101
315	12039	26060
316	12061	25988
317	12084	25916
318	12123	25880
319	12165	25850
320	12216	25841
321	12253	25799
322	12301	25783
323	12357	25782
324	12387	25727
325	12419	25676
326	12442	25607
327	12461	25531
328	12499	25492
329	12534	25449
330	12583	25432
331	12607	25366
332	12636	25311
333	12655	25234
334	12680	25171
335	12702	25103
336	12739	25062
337	12788	25047
338	12809	24977
339	12848	24941
340	12887	24906
341	12923	24864
342	12956	24816
343	12998	24787
344	13024	24726
345	13053	24672
346	13084	24622
347	13100	24544
348	13144	24518
349	13201	24516
350	13239	24480
351	13268	24425
352	13284	24349
353	13305	24280
354	13343	24243
355	13358	24165
356	13406	24146
357	13442	24106
358	13473	24057
359	13521	24038
360	13571	24022
361	13590	23952
362	13641	23937
363	13664	23875
364	13708	23849
365	13734	23791
366	13758	23731
367	13801	23702
368	13839	23666
369	13871	23619
370	13912	23586
371	13938	23530
372	13972	23487
373	14020	23467
374	14060	23433
375	14114	23424
376	14156	23394
377	14176	23327
378	14214	23290
379	14251	23253
380	14287	23212
381	14306	23145
382	14352	23121
383	14404	23107
384	14445	23075
385	14492	23053
386	14517	22995
387	14543	22940
388	14578	22898
389	14621	22868
390	14657	22830
391	14683	22774
392	14711	22721
393	14734	22662
394	14769	22621
395	14792	22562
396	14826	22519
397	14868	22488
398	14911	22461
399	14934	22402
400	14961	22348
401	14987	22294
402	15027	22262
403	15055	22210
404	15095	22177
405	15116	22116
406	15151	22076
407	15191	22041
408	15224	21999
409	15272	21977
410	15309	21939
411	15353	21912
412	15389	21873
413	15426	21835
414	15451	21780
415	15493	21750
416	15529	21711
417	15580	21693
418	15641	21688
419	15669	21638
420	15722	21623
421	15771	21601
422	15808	21563
423	15849	21531
424	15897	21507
425	15940	21478
426	15994	21463
427	16039	21436
428	16103	21433
429	16148	21405
430	16209	21399
431	16257	21376
432	16310	21357
433	16351	21324
434	16410	21315
435	16458	21290
436	16503	21262
437	16546	21230
438	16587	21197
439	16635	21172
440	16682	21146
441	16721	21109
442	16778	21096
443	16828	21073
444	16896	21073
445	16937	21039
446	16999	21030
447	17055	21014
448	17109	20996
449	17153	20964
450	17202	20940
451	17249	20912
452	17285	20872
453	17335	20848
454	17375	20812
455	17430	20793
456	17463	20749
457	17508	20719
458	17545	20679
459	17593	20653
460	17621	20602
461	17663	20568
462	17720	20552
463	17740	20493
464	17787	20464
465	17824	20425
466	17867	20392
467	17909	20358
468	17960	20335
469	18000	20298
470	18045	20267
471	18079	20224
472	18127	20197
473	18163	20156
474	18207	20124
475	18258	20100
476	18306	20071
477	18361	20051
478	18399	20012
479	18453	19990
480	18499	19960
481	18532	19916
482	18564	19871
483	18606	19836
484	18648	19802
485	18706	19783
486	18749	19750
487	18803	19728
488	18821	19668
489	18844	19614
490	18888	19581
491	18932	19548
492	18980	19519
493	19025	19487
494	19081	19467
495	19131	19439
496	19174	19406
497	19198	19352
498	19243	19320
499	19285	19285
500	19333	19256
501	19375	19221
502	19418	19186
503	19452	19143
504	19486	19100
505	19525	19062
506	19562	19021
507	19607	18989
508	19638	18943
509	19677	18905
510	19703	18855
511	19751	18825
512	19786	18783
513	19822	18742
514	19845	18689
515	19866	18634
516	19905	18596
517	19943	18557
518	19995	18531
519	20027	18487
520	20070	18452
521	20104	18410
522	20149	18377
523	20162	18315
524	20207	18283
525	20251	18249
526	20306	18225
527	20326	18170
528	20369	18135
529	20417	18106
530	20442	18055
531	20488	18023
532	20538	17994
533	20582	17961
534	20638	17938
535	20689	17909
536	20749	17889
537	20804	17865
538	20851	17834
539	20913	17815
540	20966	17788
541	21006	17750
542	21061	17725
543	21113	17698
544	21184	17686
545	21212	17637
546	21268	17613
547	21324	17589
548	21383	17566
549	21430	17534
550	21489	17511
551	21539	17480
552	21607	17465
553	21671	17446
554	21736	17428
555	21790	17400
556	21868	17392
557	21927	17369
558	21965	17328
559	22014	17296
560	22071	17271
561	22123	17242
562	22175	17212
563	22235	17188
564	22284	17156
565	22334	17125
566	22387	17096
567	22434	17062
568	22489	17034
569	22509	16981
570	22570	16957
571	22611	16919
572	22662	16888
573	22720	16862
574	22780	16837
575	22839	16812
576	22893	16783
577	22950	16756
578	23004	16727
579	23050	16691
580	23111	16667
581	23170	16641
582	23226	16613
583	23276	16580
584	23340	16557
585	23387	16522
586	23447	16497
587	23494	16461
588	23562	16441
589	23614	16410
590	23663	16376
591	23728	16353
592	23784	16324
593	23828	16286
594	23890	16261
595	23931	16221
596	23981	16188
597	24025	16150
598	24082	16122
599	24132	16088
600	24182	16054
601	24226	16017
602	24292	15993
603	24346	15962
604	24402	15932
605	24452	15898
606	24501	15863
607	24553	15830
608	24609	15799
609	24662	15767
610	24715	15735
611	24759	15696
612	24810	15663
613	24854	15625
614	24909	15593
615	24959	15559
616	25007	15523
617	25042	15479
618	25097	15447
619	25142	15409
620	25204	15382
621	25255	15347
622	25315	15319
623	25373	15288
624	25434	15260
625	25495	15232
626	25556	15203
627	25608	15169
628	25656	15132
629	25722	15106
630	25770	15070
631	25825	15037
632	25879	15004
633	25930	14969
634	25991	14940
635	26038	14902
636	26101	14874
637	26154	14840
638	26211	14807
639	26263	14773
640	26321	14741
641	26374	14707
642	26434	14676
643	26481	14639
644	26542	14608
645	26586	14569
646	26659	14545
647	26719	14514
648	26781	14484
649	26835	14449
650	26899	14420
651	26947	14382
652	27010	14353
653	27056	14314
654	27118	14283
655	27174	14249
656	27216	14208
657	27272	14175
658	27315	14134
659	27378	14103
660	27428	14067
661	27489	14035
662	27543	13999
663	27586	13959
664	27645	13926
665	27689	13886
666	27747	13852
667	27791	13812
668	27861	13785
669	27910	13747
670	27975	13716
671	28032	13682
672	28086	13646
673	28139	13610
674	28204	13580
675	28246	13538
676	28311	13507
677	28358	13468
678	28416	13433
679	28465	13395
680	28523	13361
681	28577	13324
682	28625	13285
683	28680	13249
684	28723	13208
685	28783	13174
686	28828	13134
687	28894	13103
688	28949	13067
689	29006	13032
690	29053	12992
691	29113	12957
692	29154	12915
693	29208	12878
694	29265	12843
695	29316	12804
696	29372	12768
697	29412	12725
698	29484	12696
699	29527	12654
700	29577	12615
701	29627	12576
702	29687	12542
703	29739	12504
704	29805	12471
705	29862	12435
706	29921	12400
707	29975	12362
708	30023	12322
709	30090	12290
710	30134	12248
711	30199	12215
712	30263	12181
713	30318	12144
714	30372	12106
715	30422	12067
716	30487	12033
717	30545	11996
718	30588	11954
719	30639	11915
720	30689	11875
721	30752	11840
722	30798	11799
723	30864	11766
724	30909	11724
725	30958	11684
726	31009	11644
727	31061	11605
728	31112	11565
729	31170	11528
730	31236	11494
731	31325	11468
732	31391	11434
733	31468	11404
734	31538	11370
735	31601	11335
736	31679	11304
737	31734	11266
738	31810	11234
739	31876	11199
740	31933	11161
741	31982	11120
742	32050	11086
743	32112	11049
744	32172	11012
745	32218	10969
746	32288	10935
747	32351	10899
748	32403	10858
749	32469	10823
750	32525	10784
751	32597	10750
752	32657	10712
753	32704	10670
754	32762	10631
755	32804	10587
756	32875	10553
757	32927	10512
758	32991	10475
759	33054	10438
760	33120	10401
761	33182	10364
762	33223	10319
763	33290	10283
764	33337	10240
765	33393	10201
766	33452	10162
767	33492	10117
768	33551	10078
769	33598	10035
770	33653	9995
771	33692	9950
772	33766	9915
773	33814	9873
774	33855	9829
775	33910	9788
776	33959	9746
777	34001	9702
778	34057	9662
779	34107	9620
780	34157	9578
781	34214	9537
782	34266	9496
783	34322	9456
784	34384	9417
785	34436	9375
786	34481	9332
787	34532	9290
788	34592	9251
789	34648	9210
790	34700	9168
791	34750	9126
792	34807	9085
793	34857	9043
794	34919	9004
795	34974	8963
796	35018	8919
797	35063	8875
798	35116	8834
799	35169	8792
800	35224	8751
801	35274	8708
802	35332	8668
803	35372	8623
804	35426	8581
805	35471	8537
806	35529	8497
807	35583	8455
808	35633	8412
809	35691	8372
810	35742	8329
811	35786	8285
812	35852	8246
813	35902	8203
814	35965	8164
815	36017	8121
816	36079	8081
817	36131	8038
818	36186	7997
819	36242	7955
820	36290	7912
821	36355	7872
822	36415	7831
823	36461	7787
824	36525	7747
825	36574	7704
826	36633	7663
827	36698	7623
828	36753	7581
829	36803	7538
830	36866	7497
831	36918	7454
832	36979	7413
833	37029	7370
834	37086	7328
835	37145	7286
836	37188	7242
837	37253	7201
838	37310	7159
839	37362	7116
840	37425	7075
841	37470	7031
842	37532	6989
843	37585	6947
844	37628	6902
845	37692	6861
846	37755	6820
847	37813	6777
848	37858	6733
849	37918	6691
850	37970	6648
851	38035	6607
852	38088	6563
853	38149	6522
854	38194	6477
855	38254	6435
856	38303	6391
857	38355	6347
858	38402	6303
859	38473	6263
860	38534	6221
861	38600	6179
862	38652	6135
863	38710	6093
864	38770	6050
865	38824	6007
866	38875	5963
867	38930	5920
868	38979	5876
869	39048	5834
870	39089	5789
871	39147	5746
872	39194	5701
873	39261	5660
874	39308	5615
875	39367	5572
876	39418	5528
877	39478	5485
878	39536	5442
879	39596	5399
880	39649	5355
881	39701	5311
882	39753	5267
883	39791	5221
884	39845	5177
885	39899	5133
886	39943	5088
887	40013	5046
888	40055	5001
889	40116	4958
890	40161	4913
891	40216	4869
892	40266	4824
893	40323	4781
894	40379	4737
895	40441	4694
896	40485	4648
897	40547	4605
898	40607	4562
899	40653	4517
900	40711	4473
901	40764	4428
902	40810	4383
903	40875	4340
904	40927	4296
905	40978	4251
906	41027	4206
907	41084	4162
908	41133	4117
909	41191	4073
910	41234	4028
911	41298	3984
912	41344	3939
913	41400	3895
914	41452	3850
915	41496	3805
916	41566	3762
917	41611	3716
918	41677	3673
919	41730	3628
920	41791	3584
921	41838	3539
922	41896	3495
923	41941	3449
924	42006	3405
925	42059	3361
926	42120	3316
927	42171	3271
928	42214	3226
929	42271	3181
930	42326	3136
931	42381	3092
932	42427	3046
933	42491	3002
934	42538	2957
935	42596	2912
936	42640	2866
937	42695	2822
938	42749	2777
939	42794	2731
940	42858	2687
941	42912	2642
942	42984	2598
943	43042	2553
944	43112	2509
945	43158	2463
946	43226	2419
947	43273	2373
948	43333	2328
949	43387	2283
950	43443	2238
951	43488	2192
952	43553	2147
953	43597	2102
954	43654	2057
955	43704	2011
956	43745	1965
957	43805	1920
958	43864	1875
959	43920	1830
960	43963	1784
961	44019	1738
962	44071	1693
963	44114	1647
964	44169	1602
965	44213	1556
966	44268	1510
967	44316	1465
968	44374	1419
969	44426	1374
970	44475	1328
971	44531	1282
972	44579	1237
973	44637	1191
974	44689	1145
975	44741	1100
976	44802	1054
977	44851	1008
978	44912	963
979	44940	917
980	44998	871
981	45052	825
982	45093	779
983	45152	734
984	45198	688
985	45259	642
986	45310	596
987	45368	551
988	45418	505
989	45461	459
990	45530	413
991	45574	367
992	45633	321
993	45675	275
994	45735	229
995	45776	183
996	45836	137
997	45880	91
998	45944	45
999	46001	0
